Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerKernelModuleLoading,MON-7,Container API calls and orchestration events are monitored for anomalies,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exploitability,0,Monitoring and detection controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,MON-8,Alerts are triggered for unauthorized access attempts to container registries or APIs,Exposure,2,Monitoring and detection controls enable early identification of malicious kernel module loading
ContainerKernelModuleLoading,NET-1,App container networks are segmented,Exploitability,0,Network security controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,NET-1,App container networks are segmented,Exposure,2,Network security controls limit access to the privileged container and reduce the attack surface
ContainerKernelModuleLoading,NET-2,Host-level firewall rules and network policies are applied,Exploitability,0,Network security controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,NET-2,Host-level firewall rules and network policies are applied,Exposure,2,Network security controls limit access to the privileged container and reduce the attack surface
ContainerKernelModuleLoading,NET-3,Inter-container communication is encrypted,Exploitability,0,Network security controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,NET-3,Inter-container communication is encrypted,Exposure,2,Network security controls limit access to the privileged container and reduce the attack surface
ContainerKernelModuleLoading,NET-4,Ingress/egress controls for containers are implemented,Exploitability,0,Network security controls do not make loading a malicious kernel module more difficult
ContainerKernelModuleLoading,NET-4,Ingress/egress controls for containers are implemented,Exposure,2,Network security controls limit access to the privileged container and reduce the attack surface
ContainerKernelModuleLoading,RTS-1,App containers are run as non-root user,Exploitability,2,"Makes loading a malicious module more complicated, since file capabilities have to be specifically assigned"
ContainerKernelModuleLoading,RTS-1,App containers are run as non-root user,Exposure,0,"Runtime security controls do not restrict the access of the attacker inside the privileged container, nor do they support detection of malicious activity"
ContainerKernelModuleLoading,RTS-2,App containers use read-only file systems,Exploitability,0,Runtime security controls do not make loading malicious kernel modules more difficult
ContainerKernelModuleLoading,RTS-2,App containers use read-only file systems,Exposure,0,"Runtime security controls do not restrict the access of the attacker inside the privileged container, nor do they support detection of malicious activity"
ContainerKernelModuleLoading,RTS-3,App containers are deployed with minimal Linux capabilities,Exploitability,0,Runtime security controls do not make loading malicious kernel modules more difficult
ContainerKernelModuleLoading,RTS-3,App containers are deployed with minimal Linux capabilities,Exposure,0,"Runtime security controls do not restrict the access of the attacker inside the privileged container, nor do they support detection of malicious activity"
ContainerKernelModuleLoading,RTS-4,Seccomp is implemented on the device,Exploitability,3,A tailored Seccomp profile can restrict the actions of the privileged container and mitigate the attack vector of loading a malicious module
ContainerKernelModuleLoading,RTS-4,Seccomp is implemented on the device,Exposure,0,"Runtime security controls do not restrict the access of the attacker inside the privileged container, nor do they support detection of malicious activity"
ContainerKernelModuleLoading,RTS-5,AppArmor is implemented on the device,Exploitability,0,Runtime security controls do not make loading malicious kernel modules more difficult
ContainerKernelModuleLoading,RTS-5,AppArmor is implemented on the device,Exposure,0,"Runtime security controls do not restrict the access of the attacker inside the privileged container, nor do they support detection of malicious activity"
ContainerKernelModuleLoading,RTS-6,SELinux is implemented on the device,Exploitability,0,Runtime security controls do not make loading malicious kernel modules more difficult
